ortho	Lexique3__lemme	Lexique3__cgram	Lexique3__freqlemlivres	Lexique3__islem
confectionneuse	confectionneur	NOM	0.47	0
confectionneuses	confectionneur	NOM	0.47	0
confectionnez	confectionner	VER	10.0	0
confectionnions	confectionner	VER	10.0	0
confectionnâmes	confectionner	VER	10.0	0
confectionnât	confectionner	VER	10.0	0
confectionnèrent	confectionner	VER	10.0	0
confectionné	confectionner	VER	10.0	0
confectionnée	confectionner	VER	10.0	0
confectionnées	confectionner	VER	10.0	0
confectionnés	confectionner	VER	10.0	0
confessa	confesser	VER	10.2	0
confessai	confesser	VER	10.2	0
confessaient	confesser	VER	10.2	0
confessais	confesser	VER	10.2	0
confessait	confesser	VER	10.2	0
confessant	confesser	VER	10.2	0
confesse	confesse	NOM	0.95	1
confesse	confesser	VER	10.2	0
confessent	confesser	VER	10.2	0
confesser	confesser	VER	10.2	1
confesserai	confesser	VER	10.2	0
confesserait	confesser	VER	10.2	0
confesseras	confesser	VER	10.2	0
confesserez	confesser	VER	10.2	0
confesseur	confesseur	NOM	2.7	1
confesseurs	confesseur	NOM	2.7	0
confessez	confesser	VER	10.2	0
confessiez	confesser	VER	10.2	0
confession	confession	NOM	10.0	1
confessionnal	confessionnal	NOM	1.89	1
confessionnaux	confessionnal	NOM	1.89	0
confessionnel	confessionnel	ADJ	0.34	1
confessionnelle	confessionnel	ADJ	0.34	0
confessionnels	confessionnel	ADJ	0.34	0
confessions	confession	NOM	10.0	0
confessons	confesser	VER	10.2	0
confessé	confesser	VER	10.2	0
confessée	confesser	VER	10.2	0
confessés	confesser	VER	10.2	0
confetti	confetti	NOM	3.78	1
confettis	confetti	NOM	3.78	0
confia	confier	VER	69.53	0
confiai	confier	VER	69.53	0
confiaient	confier	VER	69.53	0
confiais	confier	VER	69.53	0
confiait	confier	VER	69.53	0
confiance	confiance	NOM	91.96	1
confiances	confiance	NOM	91.96	0
confiant	confier	VER	69.53	0
confiant	confiant	ADJ	10.34	1
confiante	confiant	ADJ	10.34	0
confiantes	confiant	ADJ	10.34	0
confiants	confiant	ADJ	10.34	0
confidence	confidence	NOM	24.53	1
confidences	confidence	NOM	24.53	0
confident	confident	NOM	5.54	1
confidente	confident	NOM	5.54	0
confidentes	confident	NOM	5.54	0
confidentialité	confidentialité	NOM	0.0	1
confidentiel	confidentiel	ADJ	4.73	1
confidentielle	confidentiel	ADJ	4.73	0
confidentiellement	confidentiellement	ADV	0.41	1
confidentielles	confidentiel	ADJ	4.73	0
confidentiels	confidentiel	ADJ	4.73	0
confidents	confident	NOM	5.54	0
confie	confier	VER	69.53	0
confient	confier	VER	69.53	0
confier	confier	VER	69.53	1
confiera	confier	VER	69.53	0
confierai	confier	VER	69.53	0
confieraient	confier	VER	69.53	0
confierais	confier	VER	69.53	0
confierait	confier	VER	69.53	0
confieras	confier	VER	69.53	0
confierez	confier	VER	69.53	0
confieriez	confier	VER	69.53	0
confiez	confier	VER	69.53	0
configuration	configuration	NOM	1.55	1
configurations	configuration	NOM	1.55	0
configure	configurer	VER	0.0	0
configurer	configurer	VER	0.0	1
configuré	configurer	VER	0.0	0
confiions	confier	VER	69.53	0
confina	confiner	VER	5.34	0
confinaient	confiner	VER	5.34	0
confinait	confiner	VER	5.34	0
confinant	confiner	VER	5.34	0
confine	confiner	VER	5.34	0
confinement	confinement	NOM	0.34	1
confinent	confiner	VER	5.34	0
confiner	confiner	VER	5.34	1
confinerez	confiner	VER	5.34	0
confins	confins	NOM	7.3	1
confiné	confiner	VER	5.34	0
confiné	confiné	ADJ	1.69	1
confinée	confiner	VER	5.34	0
confinée	confiné	ADJ	1.69	0
confinées	confiner	VER	5.34	0
confinées	confiné	ADJ	1.69	0
confinés	confiné	ADJ	1.69	0
confinés	confiner	VER	5.34	0
confions	confier	VER	69.53	0
confiote	confiote	NOM	0.2	1
confiotes	confiote	NOM	0.2	0
confire	confire	VER	0.95	1
confirma	confirmer	VER	27.57	0
confirmai	confirmer	VER	27.57	0
confirmaient	confirmer	VER	27.57	0
confirmais	confirmer	VER	27.57	0
confirmait	confirmer	VER	27.57	0
confirmant	confirmer	VER	27.57	0
confirmation	confirmation	NOM	5.27	1
confirmations	confirmation	NOM	5.27	0
confirme	confirmer	VER	27.57	0
confirment	confirmer	VER	27.57	0
confirmer	confirmer	VER	27.57	1
confirmera	confirmer	VER	27.57	0
confirmerai	confirmer	VER	27.57	0
confirmeraient	confirmer	VER	27.57	0
confirmerait	confirmer	VER	27.57	0
confirmerez	confirmer	VER	27.57	0
confirmeront	confirmer	VER	27.57	0
confirmes	confirmer	VER	27.57	0
confirmez	confirmer	VER	27.57	0
confirmions	confirmer	VER	27.57	0
confirmons	confirmer	VER	27.57	0
confirmâmes	confirmer	VER	27.57	0
confirmât	confirmer	VER	27.57	0
confirmèrent	confirmer	VER	27.57	0
confirmé	confirmé	ADJ	1.28	1
confirmé	confirmer	VER	27.57	0
confirmée	confirmer	VER	27.57	0
confirmée	confirmé	ADJ	1.28	0
confirmées	confirmer	VER	27.57	0
confirmées	confirmé	ADJ	1.28	0
confirmés	confirmer	VER	27.57	0
confirmés	confirmé	ADJ	1.28	0
confiscation	confiscation	NOM	0.81	1
confiscations	confiscation	NOM	0.81	0
confiserie	confiserie	NOM	1.69	1
confiseries	confiserie	NOM	1.69	0
confiseur	confiseur	NOM	1.15	1
confiseurs	confiseur	NOM	1.15	0
confiseuse	confiseur	NOM	1.15	0
confisqua	confisquer	VER	3.58	0
confisquaient	confisquer	VER	3.58	0
confisquait	confisquer	VER	3.58	0
confisquant	confisquer	VER	3.58	0
confisque	confisquer	VER	3.58	0
confisquent	confisquer	VER	3.58	0
confisquer	confisquer	VER	3.58	1
confisquera	confisquer	VER	3.58	0
confisquerai	confisquer	VER	3.58	0
confisqueraient	confisquer	VER	3.58	0
confisquerait	confisquer	VER	3.58	0
confisquerons	confisquer	VER	3.58	0
confisqueront	confisquer	VER	3.58	0
confisquez	confisquer	VER	3.58	0
confisquons	confisquer	VER	3.58	0
confisquât	confisquer	VER	3.58	0
confisquèrent	confisquer	VER	3.58	0
confisqué	confisquer	VER	3.58	0
confisqué	confisqué	ADJ	0.81	1
confisquée	confisquer	VER	3.58	0
confisquée	confisqué	ADJ	0.81	0
confisquées	confisquer	VER	3.58	0
confisquées	confisqué	ADJ	0.81	0
confisqués	confisquer	VER	3.58	0
confisqués	confisqué	ADJ	0.81	0
confit	confire	VER	0.95	0
confit	confit	ADJ	2.43	1
confit	confit	NOM	0.74	1
confite	confire	VER	0.95	0
confite	confit	ADJ	2.43	0
confiteor	confiteor	NOM	0.41	1
confites	confit	ADJ	2.43	0
confites	confire	VER	0.95	0
confits	confit	ADJ	2.43	0
confits	confire	VER	0.95	0
confits	confit	NOM	0.74	0
confiture	confiture	NOM	15.41	1
confitures	confiture	NOM	15.41	0
confituriers	confiturier	NOM	0.14	0
confiturière	confiturier	NOM	0.14	0
confiâmes	confier	VER	69.53	0
confiât	confier	VER	69.53	0
confièrent	confier	VER	69.53	0
confié	confier	VER	69.53	0
confiée	confier	VER	69.53	0
confiées	confier	VER	69.53	0
confiés	confier	VER	69.53	0
conflagration	conflagration	NOM	0.41	1
conflictuel	conflictuel	ADJ	0.0	1
conflictuelle	conflictuel	ADJ	0.0	0
conflictuelles	conflictuel	ADJ	0.0	0
conflictuels	conflictuel	ADJ	0.0	0
conflit	conflit	NOM	14.12	1
conflits	conflit	NOM	14.12	0
confluaient	confluer	VER	0.68	0
confluait	confluer	VER	0.68	0
confluant	confluer	VER	0.68	0
conflue	confluer	VER	0.68	0
confluence	confluence	NOM	0.27	1
confluent	confluent	NOM	0.88	1
confluent	confluer	VER	0.68	0
confluent	confluent	ADJ	0.07	1
confluents	confluent	NOM	0.88	0
confluer	confluer	VER	0.68	1
conflué	confluer	VER	0.68	0
confond	confondre	VER	53.85	0
confondaient	confondre	VER	53.85	0
confondais	confondre	VER	53.85	0
confondait	confondre	VER	53.85	0
confondant	confondre	VER	53.85	0
confondant	confondant	ADJ	0.95	1
confondante	confondant	ADJ	0.95	0
confondantes	confondant	ADJ	0.95	0
confondants	confondant	ADJ	0.95	0
confonde	confondre	VER	53.85	0
confondent	confondre	VER	53.85	0
confondez	confondre	VER	53.85	0
confondions	confondre	VER	53.85	0
confondirent	confondre	VER	53.85	0
confondis	confondre	VER	53.85	0
confondit	confondre	VER	53.85	0
confondons	confondre	VER	53.85	0
confondra	confondre	VER	53.85	0
confondrai	confondre	VER	53.85	0
confondrais	confondre	VER	53.85	0
confondrait	confondre	VER	53.85	0
confondre	confondre	VER	53.85	1
confondrez	confondre	VER	53.85	0
confondront	confondre	VER	53.85	0
confonds	confondre	VER	53.85	0
confondu	confondre	VER	53.85	0
confondu	confondu	ADJ	3.85	1
confondue	confondu	ADJ	3.85	0
confondue	confondre	VER	53.85	0
confondues	confondu	ADJ	3.85	0
confondues	confondre	VER	53.85	0
confondus	confondre	VER	53.85	0
confondus	confondu	ADJ	3.85	0
confondît	confondre	VER	53.85	0
conformai	conformer	VER	5.0	0
conformaient	conformer	VER	5.0	0
conformais	conformer	VER	5.0	0
conformait	conformer	VER	5.0	0
conformant	conformer	VER	5.0	0
conformation	conformation	NOM	0.27	1
conforme	conforme	ADJ	10.2	1
conforme	conformer	VER	5.0	0
conforment	conformer	VER	5.0	0
conformer	conformer	VER	5.0	1
conformera	conformer	VER	5.0	0
conformerai	conformer	VER	5.0	0
conformeraient	conformer	VER	5.0	0
conformerez	conformer	VER	5.0	0
conformes	conforme	ADJ	10.2	0
conformisme	conformisme	NOM	3.31	1
conformismes	conformisme	NOM	3.31	0
conformiste	conformiste	ADJ	1.22	1
conformiste	conformiste	NOM	0.95	1
conformistes	conformiste	ADJ	1.22	0
conformistes	conformiste	NOM	0.95	0
conformité	conformité	NOM	1.22	1
conformât	conformer	VER	5.0	0
conformé	conformer	VER	5.0	0
conformé	conformé	ADJ	0.07	1
conformée	conformer	VER	5.0	0
conformément	conformément	ADV	4.26	1
confort	confort	NOM	17.03	1
conforta	conforter	VER	1.82	0
confortable	confortable	ADJ	15.2	1
confortablement	confortablement	ADV	3.24	1
confortables	confortable	ADJ	15.2	0
confortaient	conforter	VER	1.82	0
confortait	conforter	VER	1.82	0
confortant	conforter	VER	1.82	0
conforte	conforter	VER	1.82	0
conforter	conforter	VER	1.82	1
conforterait	conforter	VER	1.82	0
conforts	confort	NOM	17.03	0
conforté	conforter	VER	1.82	0
confortée	conforter	VER	1.82	0
confraternel	confraternel	ADJ	0.41	1
confraternelle	confraternel	ADJ	0.41	0
confraternellement	confraternellement	ADV	0.07	1
confraternelles	confraternel	ADJ	0.41	0
confraternels	confraternel	ADJ	0.41	0
confraternité	confraternité	NOM	0.07	1
confrontai	confronter	VER	5.41	0
confrontaient	confronter	VER	5.41	0
confrontais	confronter	VER	5.41	0
confrontait	confronter	VER	5.41	0
confrontant	confronter	VER	5.41	0
confrontation	confrontation	NOM	3.45	1
confrontations	confrontation	NOM	3.45	0
confronte	confronter	VER	5.41	0
confrontent	confronter	VER	5.41	0
confronter	confronter	VER	5.41	1
confrontez	confronter	VER	5.41	0
confrontons	confronter	VER	5.41	0
confrontèrent	confronter	VER	5.41	0
confronté	confronter	VER	5.41	0
confronté	confronté	ADJ	0.41	1
confrontée	confronté	ADJ	0.41	0
confrontée	confronter	VER	5.41	0
confrontées	confronter	VER	5.41	0
confrontées	confronté	ADJ	0.41	0
confrontés	confronté	ADJ	0.41	0
confrontés	confronter	VER	5.41	0
confrère	confrère	NOM	11.28	1
confrères	confrère	NOM	11.28	0
confrérie	confrérie	NOM	1.69	1
confréries	confrérie	NOM	1.69	0
confucianisme	confucianisme	NOM	0.14	1
confucéenne	confucéen	ADJ	0.07	0
confus	confus	ADJ	37.23	1
confuse	confus	ADJ	37.23	0
confuses	confus	ADJ	37.23	0
confusion	confusion	NOM	20.61	1
confusionnisme	confusionnisme	NOM	0.07	1
confusions	confusion	NOM	20.61	0
confusément	confusément	ADV	10.0	1
confère	conférer	VER	13.18	0
confèrent	conférer	VER	13.18	0
confédéral	confédéral	ADJ	0.14	1
confédération	confédération	NOM	1.15	1
confédéraux	confédéral	ADJ	0.14	0
confédérer	confédérer	VER	0.07	1
confédéré	confédérer	VER	0.07	0
confédéré	confédéré	ADJ	0.0	1
confédéré	confédéré	NOM	0.07	1
confédérée	confédéré	ADJ	0.0	0
confédérés	confédéré	NOM	0.07	0
confédérés	confédérer	VER	0.07	0
confédérés	confédéré	ADJ	0.0	0
conféra	conférer	VER	13.18	0
conféraient	conférer	VER	13.18	0
conférais	conférer	VER	13.18	0
conférait	conférer	VER	13.18	0
conférant	conférer	VER	13.18	0
conférence	conférence	NOM	22.03	1
conférences	conférence	NOM	22.03	0
conférences-débats	conférence-débat	NOM	0.07	0
conférencier	conférencier	NOM	0.95	1
conférenciers	conférencier	NOM	0.95	0
conférencière	conférencier	NOM	0.95	0
conférents	conférent	NOM	0.07	0
conférer	conférer	VER	13.18	1
conférera	conférer	VER	13.18	0
conféreraient	conférer	VER	13.18	0
conférerait	conférer	VER	13.18	0
conférerez	conférer	VER	13.18	0
conféreront	conférer	VER	13.18	0
conférez	conférer	VER	13.18	0
conférât	conférer	VER	13.18	0
conférèrent	conférer	VER	13.18	0
conféré	conféré	ADJ	0.27	1
conféré	conférer	VER	13.18	0
conférée	conférer	VER	13.18	0
conférées	conférer	VER	13.18	0
conférées	conféré	ADJ	0.27	0
conférés	conféré	ADJ	0.27	0
conférés	conférer	VER	13.18	0
conga	conga	NOM	0.07	1
congas	conga	NOM	0.07	0
congayes	congaye	NOM	0.07	0
congaïs	congaï	NOM	0.07	0
congela	congeler	VER	0.74	0
congelait	congeler	VER	0.74	0
congelant	congeler	VER	0.74	0
congeler	congeler	VER	0.74	1
congelez	congeler	VER	0.74	0
congelons	congeler	VER	0.74	0
congelé	congeler	VER	0.74	0
congelé	congelé	ADJ	0.68	1
congelée	congelé	ADJ	0.68	0
congelée	congeler	VER	0.74	0
congelées	congeler	VER	0.74	0
congelées	congelé	ADJ	0.68	0
congelés	congeler	VER	0.74	0
congelés	congelé	ADJ	0.68	0
congestif	congestif	ADJ	0.0	1
congestion	congestion	NOM	1.76	1
congestionnaient	congestionner	VER	1.42	0
congestionnait	congestionner	VER	1.42	0
congestionne	congestionner	VER	1.42	0
congestionnent	congestionner	VER	1.42	0
congestionné	congestionner	VER	1.42	0
congestionné	congestionné	ADJ	2.43	1
congestionnée	congestionner	VER	1.42	0
congestionnée	congestionné	ADJ	2.43	0
congestionnées	congestionné	ADJ	2.43	0
congestionnés	congestionner	VER	1.42	0
congestionnés	congestionné	ADJ	2.43	0
congestions	congestion	NOM	1.76	0
congestive	congestif	ADJ	0.0	0
conglobation	conglobation	NOM	0.07	1
conglomérat	conglomérat	NOM	0.54	1
conglomérats	conglomérat	NOM	0.54	0
conglomérée	conglomérer	VER	0.07	0
congolais	congolais	ADJ	0.2	1
congolais	congolais	NOM	0.07	1
congolaise	congolais	ADJ	0.2	0
congratula	congratuler	VER	2.3	0
congratulaient	congratuler	VER	2.3	0
congratulait	congratuler	VER	2.3	0
congratulant	congratuler	VER	2.3	0
congratulations	congratulation	NOM	0.41	0
congratule	congratuler	VER	2.3	0
congratulent	congratuler	VER	2.3	0
congratuler	congratuler	VER	2.3	1
congratulions	congratuler	VER	2.3	0
congratulâmes	congratuler	VER	2.3	0
congratulèrent	congratuler	VER	2.3	0
congratulé	congratuler	VER	2.3	0
congratulés	congratuler	VER	2.3	0
congre	congre	NOM	0.2	1
congres	congre	NOM	0.2	0
congressistes	congressiste	NOM	0.2	0
congrue	congru	ADJ	0.34	0
congrès	congrès	NOM	8.78	1
congréganiste	congréganiste	NOM	0.07	1
congrégation	congrégation	NOM	0.61	1
congrégationaliste	congrégationaliste	ADJ	0.0	1
congrégations	congrégation	NOM	0.61	0
congrûment	congrûment	ADV	0.07	1
congèle	congeler	VER	0.74	0
congèlera	congeler	VER	0.74	0
congèlerais	congeler	VER	0.74	0
congère	congère	NOM	1.15	1
congères	congère	NOM	1.15	0
congé	congé	NOM	21.62	1
congédia	congédier	VER	3.45	0
congédiai	congédier	VER	3.45	0
congédiait	congédier	VER	3.45	0
congédiant	congédier	VER	3.45	0
congédie	congédier	VER	3.45	0
congédiement	congédiement	NOM	0.14	1
congédient	congédier	VER	3.45	0
congédier	congédier	VER	3.45	1
congédiez	congédier	VER	3.45	0
congédié	congédié	ADJ	0.27	1
congédié	congédier	VER	3.45	0
congédiée	congédier	VER	3.45	0
congédiée	congédié	ADJ	0.27	0
congédiées	congédier	VER	3.45	0
congédiés	congédier	VER	3.45	0
congélateur	congélateur	NOM	0.34	1
congélateurs	congélateur	NOM	0.34	0
congélation	congélation	NOM	0.47	1
congénital	congénital	ADJ	1.96	1
congénitale	congénital	ADJ	1.96	0
congénitalement	congénitalement	ADV	0.2	1
congénitales	congénital	ADJ	1.96	0
congénitaux	congénital	ADJ	1.96	0
congénère	congénère	ADJ	0.2	1
congénère	congénère	NOM	1.89	1
congénères	congénère	ADJ	0.2	0
congénères	congénère	NOM	1.89	0
congés	congé	NOM	21.62	0
conifère	conifère	NOM	0.81	1
conifères	conifère	NOM	0.81	0
conique	conique	ADJ	2.64	1
coniques	conique	ADJ	2.64	0
conjecturai	conjecturer	VER	0.2	0
conjectural	conjectural	ADJ	0.07	1
conjecturale	conjectural	ADJ	0.07	0
conjecture	conjecture	NOM	1.55	1
conjecture	conjecturer	VER	0.2	0
conjecturent	conjecturer	VER	0.2	0
conjecturer	conjecturer	VER	0.2	1
conjectures	conjecturer	VER	0.2	0
conjectures	conjecture	NOM	1.55	0
conjoindre	conjoindre	VER	0.14	1
conjoint	conjoint	ADJ	0.95	1
conjoint	conjoindre	VER	0.14	0
conjoint	conjoint	NOM	1.76	1
conjointe	conjoint	ADJ	0.95	0
conjointe	conjoint	NOM	1.76	0
conjointement	conjointement	ADV	1.35	1
conjointes	conjoint	ADJ	0.95	0
conjoints	conjoindre	VER	0.14	0
conjoints	conjoint	ADJ	0.95	0
conjoints	conjoint	NOM	1.76	0
conjoncteur	conjoncteur	NOM	0.0	1
conjonctif	conjonctif	ADJ	0.07	1
conjonctif	conjonctif	NOM	0.0	1
conjonction	conjonction	NOM	2.43	1
conjonctions	conjonction	NOM	2.43	0
conjonctive	conjonctive	NOM	0.07	1
conjonctive	conjonctif	ADJ	0.07	0
conjonctives	conjonctif	ADJ	0.07	0
conjonctives	conjonctive	NOM	0.07	0
conjonctivite	conjonctivite	NOM	0.47	1
conjonctivites	conjonctivite	NOM	0.47	0
conjoncture	conjoncture	NOM	2.5	1
conjonctures	conjoncture	NOM	2.5	0
conjugaison	conjugaison	NOM	1.15	1
conjugaisons	conjugaison	NOM	1.15	0
conjugal	conjugal	ADJ	9.59	1
conjugale	conjugal	ADJ	9.59	0
conjugalement	conjugalement	ADV	0.07	1
conjugales	conjugal	ADJ	9.59	0
conjugalité	conjugalité	NOM	0.27	1
conjugaux	conjugal	ADJ	9.59	0
conjuguaient	conjuguer	VER	5.74	0
conjuguait	conjuguer	VER	5.74	0
conjuguant	conjuguer	VER	5.74	0
conjugue	conjuguer	VER	5.74	0
conjuguent	conjuguer	VER	5.74	0
conjuguer	conjuguer	VER	5.74	1
conjuguerions	conjuguer	VER	5.74	0
conjugues	conjuguer	VER	5.74	0
conjugué	conjugué	ADJ	0.41	1
conjugué	conjuguer	VER	5.74	0
conjuguée	conjuguer	VER	5.74	0
conjuguée	conjugué	ADJ	0.41	0
conjuguées	conjuguer	VER	5.74	0
conjugués	conjuguer	VER	5.74	0
conjungo	conjungo	NOM	0.27	1
conjungos	conjungo	NOM	0.27	0
conjura	conjurer	VER	6.35	0
conjurait	conjurer	VER	6.35	0
conjurant	conjurer	VER	6.35	0
conjurateur	conjurateur	NOM	0.0	1
conjuration	conjuration	NOM	1.69	1
conjurations	conjuration	NOM	1.69	0
conjuratoire	conjuratoire	ADJ	0.0	1
conjure	conjurer	VER	6.35	0
conjurer	conjurer	VER	6.35	1
conjurera	conjurer	VER	6.35	0
conjuré	conjuré	ADJ	0.68	1
conjuré	conjuré	NOM	0.47	1
conjuré	conjurer	VER	6.35	0
conjurée	conjurer	VER	6.35	0
conjurée	conjuré	ADJ	0.68	0
conjurée	conjuré	NOM	0.47	0
conjurées	conjurer	VER	6.35	0
conjurés	conjurer	VER	6.35	0
conjurés	conjuré	NOM	0.47	0
conjurés	conjuré	ADJ	0.68	0
connais	connaître	VER	629.26	0
connais	connais	VER	0.0	1
connaissable	connaissable	ADJ	0.2	1
connaissables	connaissable	ADJ	0.2	0
connaissaient	connaître	VER	629.26	0
connaissais	connaître	VER	629.26	0
connaissait	connaître	VER	629.26	0
connaissance	connaissance	NOM	67.5	1
connaissances	connaissance	NOM	67.5	0
connaissant	connaître	VER	629.26	0
connaissant	connaissant	ADJ	0.34	1
connaisse	connaître	VER	629.26	0
connaissement	connaissement	NOM	0.07	1
connaissements	connaissement	NOM	0.07	0
connaissent	connaître	VER	629.26	0
connaisses	connaître	VER	629.26	0
connaisseur	connaisseur	NOM	5.61	1
connaisseur	connaisseur	ADJ	2.97	1
connaisseurs	connaisseur	NOM	5.61	0
connaisseurs	connaisseur	ADJ	2.97	0
connaisseuse	connaisseur	ADJ	2.97	0
connaisseuse	connaisseur	NOM	5.61	0
connaisseuses	connaisseur	NOM	5.61	0
connaissez	connaître	VER	629.26	0
connaissiez	connaître	VER	629.26	0
connaissions	connaître	VER	629.26	0
